"";"Original";"Positive";"Negative"
"Number of nodes";17;17;17
"Number of isolates";0;0;6
"Proportion of isolates";0;0;0,352941176470588
"Number of links";40;27;13
"Proportion of links";1;0,675;0,325
"Density";0,294117647058824;0,198529411764706;0,236363636363636
"Global transitivity";0,804878048780488;0,949367088607595;0
"Average local transitivity";0,853501400560224;0,892857142857143;0
"Number of components";2;4;2
"Giant component size";9;6;8
"Giant component proportion";0,529411764705882;0,352941176470588;0,727272727272727
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";4,70588235294118;3,17647058823529;2,36363636363636
"Degree stdev";1,40377641926844;1,59041245112891;1,6292775867069
"Minimal degree";2;1;1
"Maximal degree";7;5;6
"Degree correlation";0,0247678018575868;0,918119787717968;-0,61437908496732
"Average strength";2,66803357146817;2,87945995438763;-0,3267498645119
"Strength stdev";1,81878421074483;1,65135815243149;0,244960799045709
"Minimal strength";-0,0719037517662501;0,805807622504537;-0,877711374270787
"Maximal strength";4,92928307116839;4,92928307116839;-0,108888888888889
"Strength correlation";0,721120601767274;0,967804131807452;-0,512221211142514
