"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";1;1;5
"Proportion of isolates";0,0526315789473684;0,0526315789473684;0,263157894736842
"Number of links";136;117;19
"Proportion of links";1;0,860294117647059;0,139705882352941
"Density";0,888888888888889;0,764705882352941;0,208791208791209
"Global transitivity";0,898148148148148;0,85140562248996;0,0967741935483871
"Average local transitivity";0,901473526473527;0,877889176908785;0,133928571428571
"Number of components";1;1;1
"Giant component size";18;18;14
"Giant component proportion";1;1;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";15,1111111111111;13;2,71428571428571
"Degree stdev";1,71117052778599;3,25395686727984;2,12778582744423
"Minimal degree";12;5;1
"Maximal degree";17;17;8
"Degree correlation";-0,137954468229702;-0,132386307586071;-0,712649402390438
"Average strength";7,51224146224146;7,93311040811041;-0,541117216117216
"Strength stdev";3,70013541895791;3,26826354377079;0,470895074259485
"Minimal strength";-0,5002331002331;0,988869463869464;-1,48910256410256
"Maximal strength";12,0863636363636;12,0863636363636;-0,0625
"Strength correlation";0,0105142863322468;-0,0789389381082954;-0,556557749031061
