"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";0;1;7
"Proportion of isolates";0;0,0526315789473684;0,368421052631579
"Number of links";67;50;17
"Proportion of links";1;0,746268656716418;0,253731343283582
"Density";0,391812865497076;0,326797385620915;0,257575757575758
"Global transitivity";0,807692307692308;0,861818181818182;0
"Average local transitivity";0,911035163666743;0,923859126984127;0
"Number of components";2;3;1
"Giant component size";13;10;12
"Giant component proportion";0,684210526315789;0,555555555555556;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";7,05263157894737;5,55555555555556;2,83333333333333
"Degree stdev";2,63467653950846;2,35702260395516;2,08166599946613
"Minimal degree";3;1;1
"Maximal degree";12;9;8
"Degree correlation";0,130138464859531;0,310144927536232;-0,790569503980405
"Average strength";3,98172492689634;4,92860560949143;-1,08851061331795
"Strength stdev";2,85504281070521;2,22614059748267;0,845089508539349
"Minimal strength";-3,28913024619052;0,861111111111111;-3,28913024619052
"Maximal strength";6,98504217579801;8,14930410698558;-0,293333333333333
"Strength correlation";-0,169853768868896;0,16713606876528;-0,706614947768263
