"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";1;1;17
"Proportion of isolates";0,0526315789473684;0,0526315789473684;0,894736842105263
"Number of links";58;57;1
"Proportion of links";1;0,982758620689655;0,0172413793103448
"Density";0,379084967320261;0,372549019607843;1
"Global transitivity";0,921832884097035;0,94475138121547;NA
"Average local transitivity";0,895424836601307;0,965277777777778;NA
"Number of components";2;3;1
"Giant component size";12;10;2
"Giant component proportion";0,666666666666667;0,555555555555556;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";6,44444444444444;6,33333333333333;1
"Degree stdev";2,54886877381787;2,61218862484406;0
"Minimal degree";1;1;1
"Maximal degree";9;9;1
"Degree correlation";0,669464767038892;0,756076686066416;NA
"Average strength";5,13657288833998;5,14865018302597;-0,108695652173913
"Strength stdev";1,95432247243071;1,94402110279869;0
"Minimal strength";0,665497896213184;0,774193548387097;-0,108695652173913
"Maximal strength";7,24085776879002;7,24085776879002;-0,108695652173913
"Strength correlation";0,448810812874589;0,546620259323373;NA
