"";"Original";"Positive";"Negative"
"Number of nodes";17;17;17
"Number of isolates";0;0;9
"Proportion of isolates";0;0;0,529411764705882
"Number of links";135;123;12
"Proportion of links";1;0,911111111111111;0,0888888888888889
"Density";0,992647058823529;0,904411764705882;0,428571428571429
"Global transitivity";0,992537313432836;0,929502369668246;0
"Average local transitivity";0,99264705882353;0,940185304891187;0
"Number of components";1;1;1
"Giant component size";17;17;8
"Giant component proportion";1;1;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";15,8823529411765;14,4705882352941;3
"Degree stdev";0,332105582077536;1,97223372913885;1,8516401995451
"Minimal degree";15;10;2
"Maximal degree";16;16;6
"Degree correlation";-0,125000000000108;-0,198025306322125;-1
"Average strength";6,9547785931869;7,46663265607902;-1,08768988364577
"Strength stdev";2,06013924436763;1,5286507025764;0,712762904862798
"Minimal strength";1,82967032967033;3,63235294117647;-2,59340659340659
"Maximal strength";8,83371040723982;8,83371040723982;-0,634615384615385
"Strength correlation";-0,0622875556460238;0,070510825730269;-0,851505667619822
