"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";0;0;1
"Proportion of isolates";0;0;0,0526315789473684
"Number of links";168;114;54
"Proportion of links";1;0,678571428571429;0,321428571428571
"Density";0,982456140350877;0,666666666666667;0,352941176470588
"Global transitivity";0,982537419814683;0,832214765100671;0
"Average local transitivity";0,982791537667699;0,880886390870911;0
"Number of components";1;1;1
"Giant component size";19;19;18
"Giant component proportion";1;1;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";17,6842105263158;12;6
"Degree stdev";0,582392725357819;3,1091263510296;2,86972021591776
"Minimal degree";16;6;1
"Maximal degree";18;17;11
"Degree correlation";-0,115044247787735;-0,0354861057655314;-0,699439858490569
"Average strength";3,05620597166748;5,4048259106316;-2,47909882446213
"Strength stdev";1,91316557242833;0,808298419640313;1,45410641830903
"Minimal strength";1,02971119034648;3,58422714459843;-4,11971409700985
"Maximal strength";6,38073967850039;6,53896640390247;-0,0229885057471264
"Strength correlation";-0,0350369329214721;-0,057913623339608;-0,467237596600335
