"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";0;0;1
"Proportion of isolates";0;0;0,0526315789473684
"Number of links";167;136;31
"Proportion of links";1;0,81437125748503;0,18562874251497
"Density";0,976608187134503;0,795321637426901;0,202614379084967
"Global transitivity";0,978378378378378;0,87651077246453;0
"Average local transitivity";0,979360165118679;0,874530156805699;0
"Number of components";1;1;1
"Giant component size";19;19;18
"Giant component proportion";1;1;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";17,5789473684211;14,3157894736842;3,44444444444444
"Degree stdev";0,837707816583391;3,19813542168536;3,22165872918288
"Minimal degree";16;6;1
"Maximal degree";18;18;12
"Degree correlation";-0,159722222222245;0,00985538782356561;-0,814881725286512
"Average strength";6,89388474344114;7,07552232559102;-0,191728558935984
"Strength stdev";2,74727083681657;2,59022134279595;0,234269571464378
"Minimal strength";0,407547451623088;1,18194887847757;-0,774401426854486
"Maximal strength";9,22932001577378;9,25759621262681;-0,00423131170662906
"Strength correlation";-0,0560144522652119;0,240020795890868;-0,586610922941191
