"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";1;2;8
"Proportion of isolates";0,0526315789473684;0,105263157894737;0,421052631578947
"Number of links";56;40;16
"Proportion of links";1;0,714285714285714;0,285714285714286
"Density";0,366013071895425;0,294117647058824;0,290909090909091
"Global transitivity";0,664670658682635;0,733333333333333;0
"Average local transitivity";0,761017740429505;0,809047619047619;0
"Number of components";1;2;1
"Giant component size";18;15;11
"Giant component proportion";1;0,882352941176471;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";6,22222222222222;4,70588235294118;2,90909090909091
"Degree stdev";2,21108319357027;1,99263349246521;2,34326889001435
"Minimal degree";1;1;1
"Maximal degree";9;8;8
"Degree correlation";-0,0164310278945363;0,28125;-0,858585858585859
"Average strength";3,12409795227133;4,03133070565688;-1,118078077753
"Strength stdev";2,46160258549088;1,67898806142851;0,90507282072126
"Minimal strength";-2,14074283559578;0,941176470588235;-3,08191930618401
"Maximal strength";5,89460784313726;6,22794117647059;-0,333333333333333
"Strength correlation";0,196726487278623;0,307012470108858;-0,854152951003516
