"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";0;0;9
"Proportion of isolates";0;0;0,473684210526316
"Number of links";163;152;11
"Proportion of links";1;0,932515337423313;0,0674846625766871
"Density";0,953216374269006;0,888888888888889;0,244444444444444
"Global transitivity";0,96460843373494;0,922384219554031;0
"Average local transitivity";0,966148325358852;0,913173866037643;0
"Number of components";1;1;1
"Giant component size";19;19;10
"Giant component proportion";1;1;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";17,1578947368421;16;2,2
"Degree stdev";1,5727950313141;2,40370085030933;1,03279555898864
"Minimal degree";11;7;1
"Maximal degree";18;18;4
"Degree correlation";-0,121325828642878;0,0113220494052935;-0,885714285714287
"Average strength";10,2419570018813;10,4598773916639;-0,414048740586972
"Strength stdev";4,59630745578697;4,32431766264644;0,350092922868526
"Minimal strength";0,623517472033214;0,898416347381865;-1,04166666666667
"Maximal strength";15,1222222222222;15,1222222222222;-0,037037037037037
"Strength correlation";0,00084883118573473;-0,0549470441336997;0,405031542668837
