"";"Original";"Positive";"Negative"
"Number of nodes";17;17;17
"Number of isolates";3;3;7
"Proportion of isolates";0,176470588235294;0,176470588235294;0,411764705882353
"Number of links";55;39;16
"Proportion of links";1;0,709090909090909;0,290909090909091
"Density";0,604395604395604;0,428571428571429;0,355555555555556
"Global transitivity";0,793911007025761;0,765690376569038;0
"Average local transitivity";0,853144078144078;0,895141895141895;0
"Number of components";1;2;1
"Giant component size";14;12;10
"Giant component proportion";1;0,857142857142857;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";7,85714285714286;5,57142857142857;3,2
"Degree stdev";2,76953600271411;3,05624922751063;2,5298221281347
"Minimal degree";4;1;2
"Maximal degree";13;11;8
"Degree correlation";-0,0905784348234191;-0,110405571487097;-1
"Average strength";4,24820376642661;5,06011600513508;-1,13667713419185
"Strength stdev";3,30996499375418;2,68344788841751;0,908725999362069
"Minimal strength";-2,04735198919387;0,829268292682927;-2,8766202818768
"Maximal strength";8,73473796318624;9,41807129651957;-0,567682926829268
"Strength correlation";-0,0188335153594327;-0,0264649349453562;-0,990640067645816
