"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";1;1;12
"Proportion of isolates";0,0526315789473684;0,0526315789473684;0,631578947368421
"Number of links";105;99;6
"Proportion of links";1;0,942857142857143;0,0571428571428571
"Density";0,686274509803922;0,647058823529412;0,285714285714286
"Global transitivity";0,851063829787234;0,875856164383562;0
"Average local transitivity";0,866232841232841;0,922293447293447;0
"Number of components";1;1;1
"Giant component size";18;18;7
"Giant component proportion";1;1;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";11,6666666666667;11;1,71428571428571
"Degree stdev";4,18681403512335;4,57615302088864;1,49602648308619
"Minimal degree";3;3;1
"Maximal degree";16;16;5
"Degree correlation";-0,188643847155214;-0,188191928983216;-0,776
"Average strength";9,17565212565213;9,53875753875754;-0,933699633699634
"Strength stdev";4,60291011370654;4,25881976621828;0,863935384892276
"Minimal strength";-0,665384615384616;2,1025641025641;-2,76794871794872
"Maximal strength";15,3333333333333;15,3333333333333;-0,461538461538462
"Strength correlation";-0,129329079842709;-0,270468645797129;-0,792416939350793
