"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";0;0;9
"Proportion of isolates";0;0;0,473684210526316
"Number of links";170;161;9
"Proportion of links";1;0,947058823529412;0,0529411764705882
"Density";0,994152046783626;0,941520467836257;0,2
"Global transitivity";0,994082840236686;0,953703703703704;0
"Average local transitivity";0,994152046783626;0,95612080557901;0
"Number of components";1;1;1
"Giant component size";19;19;10
"Giant component proportion";1;1;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";17,8947368421053;16,9473684210526;1,8
"Degree stdev";0,315301767642306;1,64902948597472;1,61932770686548
"Minimal degree";17;11;1
"Maximal degree";18;18;6
"Degree correlation";-0,111111111110339;-0,129206194761971;-0,671087533156499
"Average strength";8,05480691850073;8,15168093057326;-0,184060622937816
"Strength stdev";2,7610778985773;2,66663539555166;0,208543860879109
"Minimal strength";1,33529975628605;2,07387118485747;-0,738571428571429
"Maximal strength";10,8774341186249;10,8774341186249;-0,0246913580246914
"Strength correlation";-0,0536392796909258;-0,0170521924185967;-0,49457923065049
