"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";0;2;12
"Proportion of isolates";0;0,105263157894737;0,631578947368421
"Number of links";71;62;9
"Proportion of links";1;0,873239436619718;0,126760563380282
"Density";0,415204678362573;0,455882352941176;0,428571428571429
"Global transitivity";0,863636363636364;0,976608187134503;0
"Average local transitivity";0,755130834078202;0,950089126559715;0
"Number of components";1;2;1
"Giant component size";19;14;7
"Giant component proportion";1;0,823529411764706;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";7,47368421052632;7,29411764705882;2,57142857142857
"Degree stdev";3,86391311514681;3,91734453875251;1,39727626201154
"Minimal degree";2;2;1
"Maximal degree";14;11;5
"Degree correlation";0,302928731041695;0,896270858098887;-0,936708860759494
"Average strength";5,89640710367556;7,16363146881386;-1,39285714285714
"Strength stdev";4,88208702116511;4,0524583663839;0,758385660151753
"Minimal strength";-1,25;1,54210526315789;-2,75
"Maximal strength";10,695652173913;10,695652173913;-0,625
"Strength correlation";0,792059026847092;0,900851713060921;-0,916943791061726
