"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";0;0;13
"Proportion of isolates";0;0;0,684210526315789
"Number of links";62;54;8
"Proportion of links";1;0,870967741935484;0,129032258064516
"Density";0,362573099415205;0,315789473684211;0,533333333333333
"Global transitivity";0,661137440758294;0,640449438202247;0
"Average local transitivity";0,837118437118437;0,795238095238095;0
"Number of components";1;1;1
"Giant component size";19;19;6
"Giant component proportion";1;1;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";6,52631578947368;5,68421052631579;2,66666666666667
"Degree stdev";2,969631871174;3,38382806857275;1,03279555898864
"Minimal degree";1;1;2
"Maximal degree";14;14;4
"Degree correlation";-0,240986622905167;-0,199120856911883;-1
"Average strength";4,44528529067217;4,73251906602446;-0,909573621948937
"Strength stdev";2,95185590423255;2,66162370130112;0,359865563989187
"Minimal strength";-0,509478296520269;0,777777777777778;-1,39105724388869
"Maximal strength";11,232923947885;11,232923947885;-0,623231571109457
"Strength correlation";0,15968250636423;-0,130539376092695;-0,970341136323527
