"";"Original";"Positive";"Negative"
"Number of nodes";17;17;17
"Number of isolates";0;0;0
"Proportion of isolates";0;0;0
"Number of links";131;72;59
"Proportion of links";1;0,549618320610687;0,450381679389313
"Density";0,963235294117647;0,529411764705882;0,433823529411765
"Global transitivity";0,966772151898734;0,872340425531915;0
"Average local transitivity";0,968557422969188;0,903913080383669;0
"Number of components";1;1;1
"Giant component size";17;17;17
"Giant component proportion";1;1;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";15,4117647058824;8,47058823529412;6,94117647058824
"Degree stdev";1,00366973710303;1,80684971216561;2,0757705868934
"Minimal degree";13;6;1
"Maximal degree";16;12;10
"Degree correlation";-0,165769867549672;0,451923076923077;-0,627439171284031
"Average strength";3,09051172570805;5,53271455739486;-2,44220283168681
"Strength stdev";3,11880093543262;2,29805414243472;1,55312529989282
"Minimal strength";-3,63647342995169;2,02463768115942;-5,95714285714286
"Maximal strength";7,36611721611722;7,72087912087912;-0,25
"Strength correlation";-0,023595353433101;0,811725835403119;-0,163223545884174
