"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";1;2;2
"Proportion of isolates";0,0526315789473684;0,105263157894737;0,105263157894737
"Number of links";52;31;21
"Proportion of links";1;0,596153846153846;0,403846153846154
"Density";0,339869281045752;0,227941176470588;0,154411764705882
"Global transitivity";0,635514018691589;0,979591836734694;0
"Average local transitivity";0,840343915343915;0,955555555555555;0
"Number of components";1;4;1
"Giant component size";18;6;17
"Giant component proportion";1;0,352941176470588;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";5,77777777777778;3,64705882352941;2,47058823529412
"Degree stdev";2,92163442484139;1,41161151129605;3,44814528150322
"Minimal degree";2;1;1
"Maximal degree";16;5;15
"Degree correlation";-0,194793863157129;0,941509433962264;-0,807547169811321
"Average strength";2,86316085882066;3,28745478214668;-0,255872696336564
"Strength stdev";1,83018325120167;1,47148153675101;0,367441072108641
"Minimal strength";-0,832940678507748;0,769541099344428;-1,60248177785218
"Maximal strength";4,71098143526123;4,81268926723176;-0,0829315332690453
"Strength correlation";0,196689513363533;0,960796204631643;-0,782845557501507
