"";"Original";"Positive";"Negative"
"Number of nodes";21;21;21
"Number of isolates";0;0;3
"Proportion of isolates";0;0;0,142857142857143
"Number of links";202;159;43
"Proportion of links";1;0,787128712871287;0,212871287128713
"Density";0,961904761904762;0,757142857142857;0,281045751633987
"Global transitivity";0,967585089141005;0,915815284021251;0
"Average local transitivity";0,969924812030075;0,922925485983867;0
"Number of components";1;1;1
"Giant component size";21;21;18
"Giant component proportion";1;1;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";19,2380952380952;15,1428571428571;4,77777777777778
"Degree stdev";1,33808676492827;4,4529284104476;4,42659815680507
"Minimal degree";16;4;1
"Maximal degree";20;20;15
"Degree correlation";-0,167180277349738;0,129653993527384;-0,996054311245213
"Average strength";6,82476125775969;7,493561647926;-0,780267121860695
"Strength stdev";3,5551767476144;2,98924811170508;0,74648272677209
"Minimal strength";-1,38610582304682;0,958415588908583;-2,5605404956193
"Maximal strength";9,83174546983541;10,5443227703857;-0,0947368421052632
"Strength correlation";-0,0509262930742663;0,372613649744537;-0,964037264755271
