"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";0;0;1
"Proportion of isolates";0;0;0,0526315789473684
"Number of links";162;125;37
"Proportion of links";1;0,771604938271605;0,228395061728395
"Density";0,947368421052632;0,730994152046784;0,241830065359477
"Global transitivity";0,958444529165078;0,916913946587537;0,104895104895105
"Average local transitivity";0,959412233793039;0,917171717171717;0,216269841269841
"Number of components";1;1;1
"Giant component size";19;19;18
"Giant component proportion";1;1;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";17,0526315789474;13,1578947368421;4,11111111111111
"Degree stdev";1,58021391697194;4,28515730159526;4,48381257005672
"Minimal degree";11;2;2
"Maximal degree";18;16;16
"Degree correlation";-0,102665910380022;0,390408645727792;-0,881312341431203
"Average strength";6,32141332496555;7,45654282530607;-1,19819225035943
"Strength stdev";4,23053007610905;3,23929192457455;1,29510203615519
"Minimal strength";-3,5640092879257;1,1078431372549;-4,6718524251806
"Maximal strength";9,1687865497076;10,0273391812866;-0,3
"Strength correlation";-0,0240022687006559;0,278869352761706;-0,849292654491115
