"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";0;0;1
"Proportion of isolates";0;0;0,0526315789473684
"Number of links";162;132;30
"Proportion of links";1;0,814814814814815;0,185185185185185
"Density";0,947368421052632;0,771929824561404;0,196078431372549
"Global transitivity";0,9553264604811;0,867809734513274;0
"Average local transitivity";0,958668730650155;0,89641817590734;0
"Number of components";1;1;1
"Giant component size";19;19;18
"Giant component proportion";1;1;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";17,0526315789474;13,8947368421053;3,33333333333333
"Degree stdev";1,43270079882276;3,43017228012603;3,1248529377161
"Minimal degree";13;7;1
"Maximal degree";18;18;11
"Degree correlation";-0,169398907103847;-0,104534370645612;-0,745447104563127
"Average strength";8,65376676394857;9,57993999212773;-0,977627296411326
"Strength stdev";4,24138783368528;3,32223797426413;1,04793821883054
"Minimal strength";-1,46102862654587;2,2350052246604;-3,69603385120627
"Maximal strength";13,2301120448179;13,9443977591036;-0,137931034482759
"Strength correlation";-0,0407414127780253;0,0768715720873519;-0,610334962577484
