"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";1;2;2
"Proportion of isolates";0,0526315789473684;0,105263157894737;0,105263157894737
"Number of links";128;90;38
"Proportion of links";1;0,703125;0,296875
"Density";0,836601307189542;0,661764705882353;0,279411764705882
"Global transitivity";0,926174496644295;0,941348973607038;0
"Average local transitivity";0,932417582417583;0,945609945609945;0
"Number of components";1;2;1
"Giant component size";18;15;17
"Giant component proportion";1;0,882352941176471;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";14,2222222222222;10,5882352941176;4,47058823529412
"Degree stdev";3,35288384310573;4,47295796326955;3,98618939368828
"Minimal degree";2;1;1
"Maximal degree";16;13;14
"Degree correlation";0,00474833808167141;0,473499473499468;-0,982562526198128
"Average strength";7,31951129145689;9,17040251599255;-1,42033173680291
"Strength stdev";5,4313948209658;3,96476914030162;1,28857175154645
"Minimal strength";-4,20041593730786;0,8;-5,00041593730786
"Maximal strength";11,25;11,75;-0,5
"Strength correlation";-0,121294504153733;0,335290340789682;-0,91207064864708
