"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";1;1;5
"Proportion of isolates";0,0526315789473684;0,0526315789473684;0,263157894736842
"Number of links";71;48;23
"Proportion of links";1;0,676056338028169;0,323943661971831
"Density";0,464052287581699;0,313725490196078;0,252747252747253
"Global transitivity";0,789179104477612;0,923076923076923;0
"Average local transitivity";0,819883711060182;0,947619047619048;0
"Number of components";1;3;1
"Giant component size";18;9;14
"Giant component proportion";1;0,5;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";7,88888888888889;5,33333333333333;3,28571428571429
"Degree stdev";2,34868896818652;2,14201664188625;3,29168115636445
"Minimal degree";1;1;1
"Maximal degree";12;8;11
"Degree correlation";0,0410033767486738;0,182858820076314;-0,91175633361799
"Average strength";4,09785924912139;4,5675334177574;-0,603866788246302
"Strength stdev";2,35726893204951;1,93640469683689;0,621940681529067
"Minimal strength";-1,28581825109728;0,61046511627907;-2,08863515250573
"Maximal strength";6,13518043676507;6,14811468196412;-0,120879120879121
"Strength correlation";-0,0918340030098723;0,192002213957619;-0,90349333859384
