"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";0;0;7
"Proportion of isolates";0;0;0,368421052631579
"Number of links";78;63;15
"Proportion of links";1;0,807692307692308;0,192307692307692
"Density";0,456140350877193;0,368421052631579;0,227272727272727
"Global transitivity";0,693721286370597;0,748329621380846;0
"Average local transitivity";0,79173983910826;0,832340208810797;0
"Number of components";1;2;1
"Giant component size";19;17;12
"Giant component proportion";1;0,894736842105263;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";8,21052631578947;6,63157894736842;2,5
"Degree stdev";3,1724324240841;3,23540356946548;2,61116483933547
"Minimal degree";4;1;1
"Maximal degree";14;12;10
"Degree correlation";-0,0565714389892627;0,153251969720376;-0,833333333333333
"Average strength";5,07687315481366;5,55108566236713;-0,750836470292992
"Strength stdev";2,98551927403196;2,58066945670248;0,812592101204968
"Minimal strength";-2,37950937950938;0,727272727272727;-3,10678210678211
"Maximal strength";8,04424242424242;8,745;-0,238095238095238
"Strength correlation";0,0629677524306091;0,247003280416368;-0,800596875872672
