"";"Original";"Positive";"Negative"
"Number of nodes";17;17;17
"Number of isolates";0;0;9
"Proportion of isolates";0;0;0,529411764705882
"Number of links";70;58;12
"Proportion of links";1;0,828571428571429;0,171428571428571
"Density";0,514705882352941;0,426470588235294;0,428571428571429
"Global transitivity";0,828877005347594;0,881481481481482;0
"Average local transitivity";0,92843137254902;0,964835164835165;0
"Number of components";1;2;1
"Giant component size";17;15;8
"Giant component proportion";1;0,882352941176471;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";8,23529411764706;6,82352941176471;3
"Degree stdev";2,61078081626709;2,89903635104941;1,8516401995451
"Minimal degree";6;1;2
"Maximal degree";16;14;6
"Degree correlation";-0,037180641141038;0,0991540701705727;-1
"Average strength";4,28447140002764;5,07715024601801;-1,68444254772953
"Strength stdev";2,68299499771158;1,84261712799078;1,05592474507069
"Minimal strength";-2,733202319627;0,894736842105263;-3,62793916173227
"Maximal strength";8,12580645161291;8,99343715239155;-0,867630700778643
"Strength correlation";0,0563310224417477;0,102926449661165;-0,967581024425121
