"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";0;0;6
"Proportion of isolates";0;0;0,315789473684211
"Number of links";170;142;28
"Proportion of links";1;0,835294117647059;0,164705882352941
"Density";0,994152046783626;0,830409356725146;0,358974358974359
"Global transitivity";0,994082840236686;0,910843373493976;0
"Average local transitivity";0,994152046783626;0,933273133814929;0
"Number of components";1;1;1
"Giant component size";19;19;13
"Giant component proportion";1;1;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";17,8947368421053;14,9473684210526;4,30769230769231
"Degree stdev";0,315301767642306;3,23991913840327;2,92644879745103
"Minimal degree";17;8;1
"Maximal degree";18;18;10
"Degree correlation";-0,111111111110339;-0,134013465772723;-0,986899563318778
"Average strength";6,47972133067748;7,36465782564331;-1,2933687234116
"Strength stdev";3,1065192874577;2,3634931172285;0,962246373681154
"Minimal strength";-2,09656502607318;1,50185211895648;-3,59841714502966
"Maximal strength";8,68368040420943;9,67204982292864;-0,0555555555555556
"Strength correlation";-0,0563190337852832;0,18695926880181;-0,833588730062514
