"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";1;1;9
"Proportion of isolates";0,0526315789473684;0,0526315789473684;0,473684210526316
"Number of links";146;133;13
"Proportion of links";1;0,910958904109589;0,089041095890411
"Density";0,954248366013072;0,869281045751634;0,288888888888889
"Global transitivity";0,959731543624161;0,916754478398314;0,162162162162162
"Average local transitivity";0,960676442294089;0,927352222940458;0,182539682539683
"Number of components";1;1;1
"Giant component size";18;18;10
"Giant component proportion";1;1;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";16,2222222222222;14,7777777777778;2,6
"Degree stdev";1,21536997782837;2,77712410609494;1,89736659610103
"Minimal degree";12;5;1
"Maximal degree";17;17;7
"Degree correlation";-0,113584827870535;-0,201014349332006;-0,664
"Average strength";6,81436223206913;7,03508861901521;-0,397307496502952
"Strength stdev";2,79784460606962;2,54750102856923;0,509181415484583
"Minimal strength";2,23008349037806;2,38934730540116;-1,79090909090909
"Maximal strength";9,51295443159767;9,51295443159767;-0,0292232277526395
"Strength correlation";-0,0344105574330668;-0,077490762654771;-0,24399896962244
