"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";0;1;7
"Proportion of isolates";0;0,0526315789473684;0,368421052631579
"Number of links";62;43;19
"Proportion of links";1;0,693548387096774;0,306451612903226
"Density";0,362573099415205;0,281045751633987;0,287878787878788
"Global transitivity";0,673333333333333;0,647302904564315;0
"Average local transitivity";0,763888888888889;0,858035714285714;0
"Number of components";1;1;1
"Giant component size";19;18;12
"Giant component proportion";1;1;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";6,52631578947368;4,77777777777778;3,16666666666667
"Degree stdev";3,45395781117887;3,04003783946178;1,74945879077104
"Minimal degree";1;1;1
"Maximal degree";15;15;6
"Degree correlation";-0,0719344535481186;-0,211768991323929;-0,552688172043011
"Average strength";3,55812431978039;4,05985642243619;-0,456087794002003
"Strength stdev";2,5129664493234;2,33196117656039;0,268995379262638
"Minimal strength";-0,360230394958567;0,786069651741294;-0,887149209852733
"Maximal strength";11,15849002849;11,15849002849;-0,110132158590308
"Strength correlation";-0,0967717556643125;-0,179660383428947;-0,447032044781402
