"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";0;0;9
"Proportion of isolates";0;0;0,473684210526316
"Number of links";68;49;19
"Proportion of links";1;0,720588235294118;0,279411764705882
"Density";0,39766081871345;0,286549707602339;0,422222222222222
"Global transitivity";0,767955801104972;0,820143884892086;0
"Average local transitivity";0,717944147355912;0,837698412698413;0
"Number of components";1;3;1
"Giant component size";19;11;10
"Giant component proportion";1;0,578947368421053;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";7,15789473684211;5,15789473684211;3,8
"Degree stdev";3,71577953380709;2,87253581149202;1,87379590967403
"Minimal degree";1;1;1
"Maximal degree";11;10;7
"Degree correlation";0,439233068755799;0,492810003473429;-0,953727506426736
"Average strength";3,25210063215608;3,76626454348313;-0,976911431521396
"Strength stdev";2,11123786369947;2,05653195027965;0,559228791527095
"Minimal strength";0,0519673596458702;0,513333333333333;-2,34600417125241
"Maximal strength";6,80521802290026;6,80521802290026;-0,293103448275862
"Strength correlation";0,286792686626031;0,678657659610338;-0,64661934393467
