"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";0;0;1
"Proportion of isolates";0;0;0,0526315789473684
"Number of links";169;141;28
"Proportion of links";1;0,834319526627219;0,165680473372781
"Density";0,988304093567252;0,824561403508772;0,183006535947712
"Global transitivity";0,988732394366197;0,971590909090909;0
"Average local transitivity";0,988992088063296;0,961300309597523;0
"Number of components";1;1;1
"Giant component size";19;19;18
"Giant component proportion";1;1;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";17,7894736842105;14,8421052631579;3,11111111111111
"Degree stdev";0,535303379031311;4,21983619870009;4,04226041727222
"Minimal degree";16;2;1
"Maximal degree";18;18;16
"Degree correlation";-0,127919911012209;0,180535742589952;-0,956308851224106
"Average strength";7,18945385223984;7,55937317553736;-0,39047039681405
"Strength stdev";3,10360255291546;2,66988894671467;0,642215977507795
"Minimal strength";-1,82951453477769;1,09615384615385;-2,92566838093154
"Maximal strength";10,5653846153846;10,775641025641;-0,1
"Strength correlation";-0,0507787356087978;0,180317261850761;-0,519788594088042
