"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";0;0;9
"Proportion of isolates";0;0;0,473684210526316
"Number of links";109;100;9
"Proportion of links";1;0,917431192660551;0,0825688073394495
"Density";0,637426900584795;0,584795321637427;0,2
"Global transitivity";0,774803149606299;0,829675153643547;0
"Average local transitivity";0,778536083799242;0,859137594431712;0
"Number of components";1;2;2
"Giant component size";19;17;8
"Giant component proportion";1;0,894736842105263;0,8
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";11,4736842105263;10,5263157894737;1,8
"Degree stdev";3,77665962124426;4,55056066207026;1,22927259430572
"Minimal degree";5;1;1
"Maximal degree";15;15;4
"Degree correlation";0,00290402207056615;0,0668439189974055;-0,602739726027397
"Average strength";9,30730862926703;9,77047076722141;-0,880008062113325
"Strength stdev";4,8796761520722;4,43885478288854;0,513520536562935
"Minimal strength";-0,907616068142384;0,857142857142857;-1,76475892528524
"Maximal strength";14,1895424836601;14,1895424836601;-0,375
"Strength correlation";0,0698698147976183;0,0224780387347943;-0,848706782314117
