"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";0;0;5
"Proportion of isolates";0;0;0,263157894736842
"Number of links";169;132;37
"Proportion of links";1;0,781065088757396;0,218934911242604
"Density";0,988304093567252;0,771929824561404;0,406593406593407
"Global transitivity";0,988023952095808;0,845070422535211;0
"Average local transitivity";0,98813209494324;0,885221976166249;0
"Number of components";1;1;1
"Giant component size";19;19;14
"Giant component proportion";1;1;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";17,7894736842105;13,8947368421053;5,28571428571429
"Degree stdev";0,418853908291695;2,8459471542315;1,81568259800641
"Minimal degree";17;10;2
"Maximal degree";18;18;7
"Degree correlation";-0,104575163398367;-0,198114517484565;-0,455486542443064
"Average strength";4,25355479868237;5,85462758745614;-2,17288449905012
"Strength stdev";3,37922493594531;1,88112614531819;1,424809135932
"Minimal strength";0,0153466442734407;3,54592363635099;-3,79308514003455
"Maximal strength";8,33930726678186;8,33930726678186;-0,019638043896804
"Strength correlation";-0,0423369627746599;-0,165061362033673;-0,329241694670529
