"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";3;4;13
"Proportion of isolates";0,157894736842105;0,210526315789474;0,684210526315789
"Number of links";45;40;5
"Proportion of links";1;0,888888888888889;0,111111111111111
"Density";0,375;0,380952380952381;0,333333333333333
"Global transitivity";0,798387096774194;0,823529411764706;0
"Average local transitivity";0,842063492063492;0,86010582010582;0
"Number of components";1;1;1
"Giant component size";16;15;6
"Giant component proportion";1;1;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";5,625;5,33333333333333;1,66666666666667
"Degree stdev";2,3057898140695;2,09307247388913;1,63299316185545
"Minimal degree";2;2;1
"Maximal degree";9;9;5
"Degree correlation";0,500701441142711;0,498456790123457;-1
"Average strength";4,27766215433364;4,65331582176541;-0,226190476190476
"Strength stdev";2,1149684499921;1,74478185533891;0,222080453644972
"Minimal strength";-0,678571428571429;1,74697306646899;-0,678571428571429
"Maximal strength";7,24553944325197;7,24553944325197;-0,107142857142857
"Strength correlation";0,118314118077071;0,520966077932347;-0,998616874135547
