"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";1;3;1
"Proportion of isolates";0,0526315789473684;0,157894736842105;0,0526315789473684
"Number of links";72;45;27
"Proportion of links";1;0,625;0,375
"Density";0,470588235294118;0,375;0,176470588235294
"Global transitivity";0,700980392156863;0,770750988142292;0
"Average local transitivity";0,808596468890587;0,841326530612245;0
"Number of components";1;2;1
"Giant component size";18;14;18
"Giant component proportion";1;0,875;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";8;5,625;3
"Degree stdev";3,56453115471603;2,44608530786098;3,74165738677394
"Minimal degree";1;1;1
"Maximal degree";16;9;15
"Degree correlation";-0,252252252252252;0,282284342308354;-0,884598490596175
"Average strength";3,21266868248361;4,9399133857415;-1,1783654381755
"Strength stdev";3,49653538378597;2,07432158220619;1,52153298606671
"Minimal strength";-5,62547593522757;0,754545454545455;-6,38002138977302
"Maximal strength";7,39476117751838;7,76731019712622;-0,333333333333333
"Strength correlation";-0,0193788479303769;0,360708555089996;-0,825886550260811
