"";"Original";"Positive";"Negative"
"Number of nodes";17;17;17
"Number of isolates";1;1;5
"Proportion of isolates";0,0588235294117647;0,0588235294117647;0,294117647058824
"Number of links";63;32;31
"Proportion of links";1;0,507936507936508;0,492063492063492
"Density";0,525;0,266666666666667;0,46969696969697
"Global transitivity";0,925925925925926;1;0
"Average local transitivity";0,86969696969697;1;0
"Number of components";2;4;1
"Giant component size";14;6;12
"Giant component proportion";0,875;0,375;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";7,875;4;5,16666666666667
"Degree stdev";4,22492603485552;1,78885438199983;1,46680440124618
"Minimal degree";1;1;1
"Maximal degree";12;5;7
"Degree correlation";0,411564625850341;1;-0,701960784313735
"Average strength";2,03732469647288;3,84190725761308;-2,40611008152026
"Strength stdev";1,05881680062501;1,79615306378388;0,74472859750901
"Minimal strength";0,378494623655914;0,733333333333333;-2,9766273423462
"Maximal strength";4,9;5;-0,354838709677419
"Strength correlation";0,0500293137751769;0,984789087893094;-0,460950991294291
