"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";1;3;7
"Proportion of isolates";0,0526315789473684;0,157894736842105;0,368421052631579
"Number of links";52;34;18
"Proportion of links";1;0,653846153846154;0,346153846153846
"Density";0,339869281045752;0,283333333333333;0,272727272727273
"Global transitivity";0,781132075471698;0,973684210526316;0
"Average local transitivity";0,875176366843033;0,96875;0
"Number of components";2;3;1
"Giant component size";12;6;12
"Giant component proportion";0,666666666666667;0,375;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";5,77777777777778;4,25;3
"Degree stdev";1,39560467837445;0,683130051063973;2,86038776773678
"Minimal degree";4;3;1
"Maximal degree";10;5;10
"Degree correlation";-0,011703906368747;0,782051282051282;-0,967280163599182
"Average strength";2,88851333851334;4,13461538461538;-1,18005050505051
"Strength stdev";2,55869058050262;0,831576056457005;1,13067627891705
"Minimal strength";-3,9469696969697;2,30769230769231;-3,9469696969697
"Maximal strength";5;5;-0,333333333333333
"Strength correlation";0,104210796791983;0,790994588346558;-0,964612288604964
