"";"Original";"Positive";"Negative"
"Number of nodes";21;21;21
"Number of isolates";1;2;7
"Proportion of isolates";0,0476190476190476;0,0952380952380952;0,333333333333333
"Number of links";69;50;19
"Proportion of links";1;0,72463768115942;0,27536231884058
"Density";0,363157894736842;0,292397660818713;0,208791208791209
"Global transitivity";0,768211920529801;0,830769230769231;0
"Average local transitivity";0,820530303030303;0,871279761904762;0
"Number of components";1;2;1
"Giant component size";20;17;14
"Giant component proportion";1;0,894736842105263;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";6,9;5,26315789473684;2,71428571428571
"Degree stdev";2,19808529119514;2,28137641843101;2,09132168104918
"Minimal degree";2;1;1
"Maximal degree";11;8;7
"Degree correlation";-0,052102564102562;0,156249999999999;-0,913519430760811
"Average strength";3,99983578720034;4,69262992701849;-0,654518062096029
"Strength stdev";2,65737879187118;2,17360078994587;0,526940593495978
"Minimal strength";-1,21410675283827;0,606060606060606;-1,77041859202423
"Maximal strength";6,77803482688572;7,49061212743599;-0,18960244648318
"Strength correlation";-0,0450765376724538;0,283508487618036;-0,787026152763487
