"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";0;0;9
"Proportion of isolates";0;0;0,473684210526316
"Number of links";84;60;24
"Proportion of links";1;0,714285714285714;0,285714285714286
"Density";0,491228070175439;0,350877192982456;0,533333333333333
"Global transitivity";0,873529411764706;0,854838709677419;0
"Average local transitivity";0,916682732472206;0,928070175438596;0
"Number of components";1;2;1
"Giant component size";19;14;10
"Giant component proportion";1;0,736842105263158;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";8,8421052631579;6,31578947368421;4,8
"Degree stdev";1,53706639395154;2,42790791466754;0,421637021355784
"Minimal degree";6;4;4
"Maximal degree";14;10;5
"Degree correlation";0,0138832176398549;0,600760456273764;-0,20000000000002
"Average strength";3,08360445040467;4,59760364714388;-2,87659847380449
"Strength stdev";3,28810724050046;1,91774418298531;0,655861443271298
"Minimal strength";-0,829325515852746;2,45286674384205;-3,5262890235297
"Maximal strength";7,24039301593062;7,24039301593062;-1,49236203139943
"Strength correlation";0,774867391081511;0,463399794747581;-0,178989315522232
