"";"Original";"Positive";"Negative"
"Number of nodes";17;17;17
"Number of isolates";0;0;14
"Proportion of isolates";0;0;0,823529411764706
"Number of links";47;45;2
"Proportion of links";1;0,957446808510638;0,0425531914893617
"Density";0,345588235294118;0,330882352941176;0,666666666666667
"Global transitivity";0,618025751072961;0,654545454545455;0
"Average local transitivity";0,628478057889823;0,701027077497666;0
"Number of components";1;1;1
"Giant component size";17;17;3
"Giant component proportion";1;1;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";5,52941176470588;5,29411764705882;1,33333333333333
"Degree stdev";1,58578241961277;1,82909492243954;0,577350269189626
"Minimal degree";3;2;1
"Maximal degree";9;9;2
"Degree correlation";0,167514603354062;0,140321217244293;-1
"Average strength";3,68905668306704;3,74292873693909;-0,305274971941639
"Strength stdev";1,53596749805265;1,46870872934176;0,139246385466287
"Minimal strength";1,00391737891738;1,18910256410256;-0,457912457912458
"Maximal strength";6,96061231510148;6,96061231510148;-0,185185185185185
"Strength correlation";0,281146448161122;0,201805108487894;-0,931882305521966
