"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";0;0;1
"Proportion of isolates";0;0;0,0526315789473684
"Number of links";170;136;34
"Proportion of links";1;0,8;0,2
"Density";0,994152046783626;0,795321637426901;0,222222222222222
"Global transitivity";0,994082840236686;0,924265842349305;0
"Average local transitivity";0,994152046783626;0,910182318541452;0
"Number of components";1;1;1
"Giant component size";19;19;18
"Giant component proportion";1;1;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";17,8947368421053;14,3157894736842;3,77777777777778
"Degree stdev";0,315301767642306;3,80135402161662;3,70302826084998
"Minimal degree";17;3;2
"Maximal degree";18;18;15
"Degree correlation";-0,111111111110339;0,187681964162446;-0,8596820041858
"Average strength";7,17733848908353;7,71708025752407;-0,569727422242792
"Strength stdev";3,72219660578993;3,21911169420128;0,681454140965956
"Minimal strength";-2,30717805140287;0,782041328236981;-3,08921937963985
"Maximal strength";9,96719797343841;10,2771979734384;-0,1949307551607
"Strength correlation";-0,048583915240672;0,269669171892586;-0,548606700279981
