"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";1;2;9
"Proportion of isolates";0,0526315789473684;0,105263157894737;0,473684210526316
"Number of links";62;53;9
"Proportion of links";1;0,854838709677419;0,145161290322581
"Density";0,405228758169935;0,389705882352941;0,2
"Global transitivity";0,826086956521739;0,901515151515151;0
"Average local transitivity";0,871108405483406;0,901709401709402;0
"Number of components";2;3;1
"Giant component size";16;13;10
"Giant component proportion";0,888888888888889;0,764705882352941;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";6,88888888888889;6,23529411764706;1,8
"Degree stdev";3,72414836516372;3,8491786748069;1,93218356615859
"Minimal degree";1;1;1
"Maximal degree";11;10;7
"Degree correlation";0,472316537643172;0,758949530516433;-0,764705882352941
"Average strength";4,17770985104219;4,91647967638302;-0,838137717975179
"Strength stdev";3,55893650460509;3,06672803493568;0,947678414495017
"Minimal strength";-3,34453474372205;0,615942028985507;-3,34453474372205
"Maximal strength";7,44481068174002;7,68204619803079;-0,333333333333333
"Strength correlation";0,469046698062394;0,817428158490336;-0,773418348374382
