"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";0;0;8
"Proportion of isolates";0;0;0,421052631578947
"Number of links";161;149;12
"Proportion of links";1;0,925465838509317;0,0745341614906832
"Density";0,941520467836257;0,871345029239766;0,218181818181818
"Global transitivity";0,949748743718593;0,896644295302013;0
"Average local transitivity";0,953401225537448;0,908274078862314;0
"Number of components";1;1;1
"Giant component size";19;19;11
"Giant component proportion";1;1;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";16,9473684210526;15,6842105263158;2,18181818181818
"Degree stdev";1,47096658359681;2,28649735959581;1,60113596038449
"Minimal degree";14;10;1
"Maximal degree";18;18;6
"Degree correlation";-0,169080086123217;-0,188679245283017;-0,503030303030303
"Average strength";7,79538082853902;7,85622560378683;-0,10509552088257
"Strength stdev";2,53396424086503;2,48030440078033;0,0876560221844218
"Minimal strength";2,1137870291354;2,33364787670024;-0,305646684205597
"Maximal strength";11,1698412698413;11,1698412698413;-0,0196078431372549
"Strength correlation";0,00474649548328545;-0,0235857714533438;-0,437343144931435
