"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";0;1;1
"Proportion of isolates";0;0,0526315789473684;0,0526315789473684
"Number of links";92;60;32
"Proportion of links";1;0,652173913043478;0,347826086956522
"Density";0,538011695906433;0,392156862745098;0,209150326797386
"Global transitivity";0,855704697986577;0,98019801980198;0
"Average local transitivity";0,931463239203177;0,986111111111111;0
"Number of components";1;3;1
"Giant component size";19;10;18
"Giant component proportion";1;0,555555555555556;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";9,68421052631579;6,66666666666667;3,55555555555556
"Degree stdev";3,24983130466366;2,74397736228014;2,99454842362549
"Minimal degree";6;1;1
"Maximal degree";18;9;9
"Degree correlation";0,113030580639532;0,96291718170581;-0,799457994579946
"Average strength";4,33096891344221;5,87884168152724;-1,30726338400491
"Strength stdev";3,37343478954829;2,35605097152604;1,18506973529735
"Minimal strength";-4,41956975772765;0,758620689655172;-4,41956975772765
"Maximal strength";7,81537176274019;8,39978734715577;-0,285714285714286
"Strength correlation";-0,177471058421441;0,739713511263301;-0,672810369483531
