"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";0;0;1
"Proportion of isolates";0;0;0,0526315789473684
"Number of links";170;121;49
"Proportion of links";1;0,711764705882353;0,288235294117647
"Density";0,994152046783626;0,707602339181287;0,320261437908497
"Global transitivity";0,994082840236686;0,91304347826087;0
"Average local transitivity";0,994152046783626;0,901221190230478;0
"Number of components";1;1;1
"Giant component size";19;19;18
"Giant component proportion";1;1;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";17,8947368421053;12,7368421052632;5,44444444444444
"Degree stdev";0,315301767642306;3,99780641606755;3,85352737146298
"Minimal degree";17;5;1
"Maximal degree";18;18;13
"Degree correlation";-0,111111111110339;0,225929855016557;-0,984472190692394
"Average strength";6,67327931285769;8,02047430289136;-1,42203915614665
"Strength stdev";4,39455755996099;3,49089477665745;1,06471357975014
"Minimal strength";-1,46095556099997;0,997140482472765;-4,09223475003335
"Maximal strength";11,677371541502;11,8078063241107;-0,130434782608696
"Strength correlation";-0,0431791777980991;0,41049866664195;-0,830032686478724
