"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";0;0;1
"Proportion of isolates";0;0;0,0526315789473684
"Number of links";171;132;39
"Proportion of links";1;0,771929824561403;0,228070175438596
"Density";1;0,771929824561404;0,254901960784314
"Global transitivity";1;0,943548387096774;0
"Average local transitivity";1;0,945356037151703;0
"Number of components";1;1;1
"Giant component size";19;19;18
"Giant component proportion";1;1;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";18;13,8947368421053;4,33333333333333
"Degree stdev";0;4,18853908291696;4,18681403512335
"Minimal degree";18;3;2
"Maximal degree";18;18;15
"Degree correlation";NA;0,268605969021531;-0,913198785497411
"Average strength";5,84575268022263;6,47011594244493;-0,659050110123538
"Strength stdev";3,13537192541928;2,5987288468387;0,651260117329092
"Minimal strength";-1,0363826925163;1,13311553181292;-2,16949822432922
"Maximal strength";8,05730222532635;8,24642968378522;-0,0587901056243406
"Strength correlation";-0,0555555555555565;0,283229865731375;-0,923008671210696
