"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";0;1;1
"Proportion of isolates";0;0,0526315789473684;0,0526315789473684
"Number of links";158;141;17
"Proportion of links";1;0,892405063291139;0,107594936708861
"Density";0,923976608187135;0,92156862745098;0,111111111111111
"Global transitivity";0,940423830467813;0,942857142857143;0
"Average local transitivity";0,946237921005723;0,950980392156863;0
"Number of components";1;1;1
"Giant component size";19;18;18
"Giant component proportion";1;1;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";16,6315789473684;15,6666666666667;1,88888888888889
"Degree stdev";1,86221273148637;1,94028500029066;3,77123616632825
"Minimal degree";12;11;1
"Maximal degree";18;17;17
"Degree correlation";-0,17110345547553;-0,189873417721509;-1
"Average strength";8,31644817171133;9,3622032288699;-0,583730158730159
"Strength stdev";4,12469671023662;2,63723419485514;1,17149916664602
"Minimal strength";-5,25357142857143;3,59797008547009;-5,25357142857143
"Maximal strength";11,5277777777778;12,0277777777778;-0,125
"Strength correlation";-0,0488933665063784;-0,026085197489311;-0,998842752872576
