"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";0;0;7
"Proportion of isolates";0;0;0,368421052631579
"Number of links";88;71;17
"Proportion of links";1;0,806818181818182;0,193181818181818
"Density";0,514619883040936;0,415204678362573;0,257575757575758
"Global transitivity";0,849315068493151;0,922705314009662;0
"Average local transitivity";0,867199467199467;0,953654188948307;0
"Number of components";1;3;1
"Giant component size";19;13;12
"Giant component proportion";1;0,684210526315789;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";9,26315789473684;7,47368421052632;2,83333333333333
"Degree stdev";4,06669542699062;4,23436235594021;2,7579087378049
"Minimal degree";2;1;1
"Maximal degree";14;12;10
"Degree correlation";0,428224776500638;0,638000104052859;-0,928477862195441
"Average strength";4,6155548372453;5,26352084091352;-1,02594617247469
"Strength stdev";3,34605172287246;2,92964479516688;1,05163612772445
"Minimal strength";-3,06637194223401;0,879310344827586;-3,9456822870616
"Maximal strength";8,0660086630637;8,89551057877251;-0,261538461538462
"Strength correlation";0,142256889056142;0,594518143416178;-0,838895383618965
