"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";1;1;15
"Proportion of isolates";0,0526315789473684;0,0526315789473684;0,789473684210526
"Number of links";78;75;3
"Proportion of links";1;0,961538461538462;0,0384615384615385
"Density";0,509803921568627;0,490196078431373;0,5
"Global transitivity";0,840499306518724;0,866379310344828;0
"Average local transitivity";0,820634920634921;0,864985994397759;0
"Number of components";1;2;1
"Giant component size";18;14;4
"Giant component proportion";1;0,777777777777778;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";8,66666666666667;8,33333333333333;1,5
"Degree stdev";3,80402263864112;4,14445057736671;1
"Minimal degree";2;1;1
"Maximal degree";12;12;3
"Degree correlation";0,60480928254535;0,490538573508006;-1
"Average strength";5,70710761212954;5,84145104647298;-0,604545454545455
"Strength stdev";3,1203726262179;2,96582254694078;0,409562018297542
"Minimal strength";0,33006993006993;0,784615384615385;-1,20909090909091
"Maximal strength";8,56212347776883;8,56212347776883;-0,3
"Strength correlation";0,528373598806566;0,473584097164599;-0,98392479697408
