"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";0;0;14
"Proportion of isolates";0;0;0,736842105263158
"Number of links";157;153;4
"Proportion of links";1;0,974522292993631;0,0254777070063694
"Density";0,91812865497076;0,894736842105263;0,4
"Global transitivity";0,968127490039841;0,974380165289256;0
"Average local transitivity";0,971448228414173;0,977554179566563;0
"Number of components";1;1;1
"Giant component size";19;19;5
"Giant component proportion";1;1;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";16,5263157894737;16,1052631578947;1,6
"Degree stdev";2,835654364078;3,47842136675222;0,894427190999916
"Minimal degree";5;2;1
"Maximal degree";18;18;3
"Degree correlation";-0,113931634712404;-0,144866806345414;-0,666666666666667
"Average strength";9,2708002523792;9,30897260634103;-0,145054945054945
"Strength stdev";3,61521660511094;3,56738152993323;0,101060073767249
"Minimal strength";0,439560439560439;0,725274725274725;-0,285714285714286
"Maximal strength";12,0099358974359;12,0099358974359;-0,0714285714285714
"Strength correlation";0,0102704010725003;-0,0141310254378761;-0,661790017211705
