"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";0;0;13
"Proportion of isolates";0;0;0,684210526315789
"Number of links";165;160;5
"Proportion of links";1;0,96969696969697;0,0303030303030303
"Density";0,964912280701754;0,935672514619883;0,333333333333333
"Global transitivity";0,96602658788774;0,945639421196715;0
"Average local transitivity";0,966799351319475;0,950415253820827;0
"Number of components";1;1;1
"Giant component size";19;19;6
"Giant component proportion";1;1;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";17,3684210526316;16,8421052631579;1,66666666666667
"Degree stdev";0,895080773250814;1,5727950313141;1,211060141639
"Minimal degree";15;13;1
"Maximal degree";18;18;4
"Degree correlation";-0,128438940987657;-0,18308716416808;-0,739130434782609
"Average strength";7,64664757648056;7,68118267198329;-0,109361135758651
"Strength stdev";2,37824142915653;2,34618106625277;0,0970521612056889
"Minimal strength";1,98735911818369;2,19738095238095;-0,292369121561668
"Maximal strength";9,4123918339479;9,4123918339479;-0,0357142857142857
"Strength correlation";-0,0259628773515578;0,0173404423009891;-0,691494145775035
