"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";1;1;9
"Proportion of isolates";0,0526315789473684;0,0526315789473684;0,473684210526316
"Number of links";68;47;21
"Proportion of links";1;0,691176470588235;0,308823529411765
"Density";0,444444444444444;0,30718954248366;0,466666666666667
"Global transitivity";0,789130434782609;0,836909871244635;0
"Average local transitivity";0,817504409171076;0,904563492063492;0
"Number of components";1;3;1
"Giant component size";18;10;10
"Giant component proportion";1;0,555555555555556;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";7,55555555555556;5,22222222222222;4,2
"Degree stdev";1,29352333352711;2,01627366126828;1,22927259430572
"Minimal degree";5;1;2
"Maximal degree";9;9;6
"Degree correlation";0,203912270302313;0,294589877835952;-0,715063520871143
"Average strength";3,61913163904504;4,31424917417994;-1,25121156324282
"Strength stdev";2,11812679615931;1,57851304853146;0,404217633901039
"Minimal strength";-1,28865939012003;0,822222222222222;-2,11088161234225
"Maximal strength";6,89986017209248;6,89986017209248;-0,841302841302841
"Strength correlation";0,114637207342103;0,153290740521261;-0,515202905225151
