"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";0;0;1
"Proportion of isolates";0;0;0,0526315789473684
"Number of links";170;125;45
"Proportion of links";1;0,735294117647059;0,264705882352941
"Density";0,994152046783626;0,730994152046784;0,294117647058824
"Global transitivity";0,994082840236686;0,907060953530477;0
"Average local transitivity";0,994152046783626;0,90960333096556;0
"Number of components";1;1;1
"Giant component size";19;19;18
"Giant component proportion";1;1;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";17,8947368421053;13,1578947368421;5
"Degree stdev";0,315301767642306;3,90531202188815;3,78852757367167
"Minimal degree";17;4;2
"Maximal degree";18;18;14
"Degree correlation";-0,111111111110339;0,246946205163266;-0,857117742715247
"Average strength";7,86277227307139;8,71551587404608;-0,900118245473282
"Strength stdev";4,46726792242122;3,90557271861138;0,825770105185833
"Minimal strength";-1,39365921818317;1,77620187827399;-3,16986109645715
"Maximal strength";10,8710533671112;11,6005327595203;-0,342857142857143
"Strength correlation";-0,051371757592212;0,401581498685769;-0,605927074059927
