"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";0;1;13
"Proportion of isolates";0;0,0526315789473684;0,684210526315789
"Number of links";65;60;5
"Proportion of links";1;0,923076923076923;0,0769230769230769
"Density";0,380116959064327;0,392156862745098;0,333333333333333
"Global transitivity";0,770186335403727;0,791666666666667;0
"Average local transitivity";0,912377096587623;0,933150183150183;0
"Number of components";2;2;1
"Giant component size";16;15;6
"Giant component proportion";0,842105263157895;0,833333333333333;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";6,84210526315789;6,66666666666667;1,66666666666667
"Degree stdev";3,38728271783244;3,2899132833199;1,63299316185545
"Minimal degree";2;2;1
"Maximal degree";14;14;5
"Degree correlation";0,013088238606925;0,00605449041372303;-1
"Average strength";5,29386607544502;5,85781101614435;-0,80952380952381
"Strength stdev";3,2508576023379;2,80667475286265;0,793682539047645
"Minimal strength";-2,42857142857143;1,33333333333333;-2,42857142857143
"Maximal strength";10,7222222222222;11,2222222222222;-0,428571428571429
"Strength correlation";0,0644642852879202;0,132839229491412;-0,99956766104626
