"";"Original";"Positive";"Negative"
"Number of nodes";17;17;17
"Number of isolates";0;0;0
"Proportion of isolates";0;0;0
"Number of links";58;36;22
"Proportion of links";1;0,620689655172414;0,379310344827586
"Density";0,426470588235294;0,264705882352941;0,161764705882353
"Global transitivity";0,860724233983287;0,96;0
"Average local transitivity";0,908216619981326;0,953846153846154;0
"Number of components";1;4;1
"Giant component size";17;7;17
"Giant component proportion";1;0,411764705882353;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";6,82352941176471;4,23529411764706;2,58823529411765
"Degree stdev";1,62923655885383;2,04723630062292;2,50147015596358
"Minimal degree";2;1;1
"Maximal degree";10;6;9
"Degree correlation";-0,198993348912451;0,854838709677419;-0,697234352256186
"Average strength";3,2812324929972;4,1563025210084;-0,875070028011205
"Strength stdev";2,72254563510466;2,01819054367063;0,843219469827628
"Minimal strength";-1,61904761904762;0,933333333333333;-2,61904761904762
"Maximal strength";5,66666666666667;5,93333333333333;-0,266666666666667
"Strength correlation";0,216961537845807;0,843397269654278;-0,670685483850088
