"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";1;3;5
"Proportion of isolates";0,0526315789473684;0,157894736842105;0,263157894736842
"Number of links";71;52;19
"Proportion of links";1;0,732394366197183;0,267605633802817
"Density";0,464052287581699;0,433333333333333;0,208791208791209
"Global transitivity";0,825641025641026;0,824561403508772;0
"Average local transitivity";0,91967291967292;0,931818181818182;0
"Number of components";2;2;1
"Giant component size";14;12;14
"Giant component proportion";0,777777777777778;0,75;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";7,88888888888889;6,5;2,71428571428571
"Degree stdev";3,35872680515013;2,73252020425589;3,07417459662743
"Minimal degree";3;3;1
"Maximal degree";13;11;12
"Degree correlation";0,256286028306753;0,238776837996097;-0,878423513694055
"Average strength";4,1962962962963;6,425;-1,94761904761905
"Strength stdev";4,6609017457478;2,83772209116162;2,18649562674228
"Minimal strength";-8,33333333333334;2,4;-8,33333333333334
"Maximal strength";9,66666666666667;11;-0,666666666666667
"Strength correlation";-0,100548027953161;0,273210240496509;-0,908720529621907
