"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";0;1;6
"Proportion of isolates";0;0,0526315789473684;0,315789473684211
"Number of links";82;53;29
"Proportion of links";1;0,646341463414634;0,353658536585366
"Density";0,47953216374269;0,34640522875817;0,371794871794872
"Global transitivity";0,766129032258065;0,844370860927152;0
"Average local transitivity";0,757783719548425;0,881547619047619;0
"Number of components";1;2;2
"Giant component size";19;16;11
"Giant component proportion";1;0,888888888888889;0,846153846153846
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";8,63157894736842;5,88888888888889;4,46153846153846
"Degree stdev";3,62415547734594;2,24627505750897;2,06621169516358
"Minimal degree";1;1;1
"Maximal degree";12;10;7
"Degree correlation";0,358493810178819;0,23496391339214;-0,526315789473684
"Average strength";3,48868820636832;4,52788278919088;-1,17052417572598
"Strength stdev";2,1803090708897;1,97361742111808;0,572060311232857
"Minimal strength";-1,23080065359477;0,705882352941177;-1,94472934472934
"Maximal strength";6,19602564102564;6,4242735042735;-0,210526315789474
"Strength correlation";-0,0859509904032601;0,802528038233924;-0,45836144243846
