"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";1;3;10
"Proportion of isolates";0,0526315789473684;0,157894736842105;0,526315789473684
"Number of links";69;62;7
"Proportion of links";1;0,898550724637681;0,101449275362319
"Density";0,450980392156863;0,516666666666667;0,194444444444444
"Global transitivity";0,840236686390533;0,850446428571429;0
"Average local transitivity";0,897597500538677;0,922447344322344;0
"Number of components";1;1;2
"Giant component size";18;16;7
"Giant component proportion";1;1;0,777777777777778
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";7,66666666666667;7,75;1,55555555555556
"Degree stdev";2,35147012838902;1,9832633040858;1,66666666666667
"Minimal degree";1;6;1
"Maximal degree";13;13;6
"Degree correlation";0,0721129601613729;0,087053834373896;-0,75
"Average strength";6,26286398022724;7,3464979561632;-0,534712850502324
"Strength stdev";3,28334600388056;1,82241924745259;0,618017287544854
"Minimal strength";-2,17543859649123;4,47850017199862;-2,17543859649123
"Maximal strength";11,980574980575;11,980574980575;-0,230769230769231
"Strength correlation";0,204241401501372;0,0351483579663865;-0,684259420199102
