"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";0;0;1
"Proportion of isolates";0;0;0,0526315789473684
"Number of links";171;130;41
"Proportion of links";1;0,760233918128655;0,239766081871345
"Density";1;0,760233918128655;0,26797385620915
"Global transitivity";1;0,948760330578512;0
"Average local transitivity";1;0,946547741903779;0
"Number of components";1;1;1
"Giant component size";19;19;18
"Giant component proportion";1;1;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";18;13,6842105263158;4,55555555555556
"Degree stdev";0;4,29538035541217;4,2870835036561
"Minimal degree";18;3;2
"Maximal degree";18;18;15
"Degree correlation";NA;0,293711541347743;-0,955803930162905
"Average strength";6,32450586081576;6,66049421149309;-0,354654370159398
"Strength stdev";3,05798607529393;2,76633188900115;0,385198890659346
"Minimal strength";-0,566143345043748;0,828015740450101;-1,60248177785218
"Maximal strength";8,76342969389644;8,96796343526317;-0,154581509846827
"Strength correlation";-0,0555555555555583;0,40607698830721;-0,664208290684005
