"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";0;0;1
"Proportion of isolates";0;0;0,0526315789473684
"Number of links";169;123;46
"Proportion of links";1;0,727810650887574;0,272189349112426
"Density";0,988304093567252;0,719298245614035;0,300653594771242
"Global transitivity";0,988732394366197;0,926062846580407;0
"Average local transitivity";0,988992088063296;0,940289225738142;0
"Number of components";1;1;1
"Giant component size";19;19;18
"Giant component proportion";1;1;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";17,7894736842105;12,9473684210526;5,11111111111111
"Degree stdev";0,535303379031311;4,12948320967011;4,11437778712206
"Minimal degree";16;4;3
"Maximal degree";18;18;14
"Degree correlation";-0,127919911012209;0,329541414859578;-0,874462161478106
"Average strength";6,80568480911311;8,05261625447361;-1,3162054145472
"Strength stdev";4,632581613393;3,72734056582676;1,26030158572112
"Minimal strength";-3,96470566175414;1,11853378840417;-5,0832394501583
"Maximal strength";10,9481335431248;12,0766688966601;-0,130089899524061
"Strength correlation";-0,0511271714043631;0,420575637511086;-0,678803765750258
