"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";0;1;0
"Proportion of isolates";0;0,0526315789473684;0
"Number of links";61;37;24
"Proportion of links";1;0,60655737704918;0,39344262295082
"Density";0,35672514619883;0,241830065359477;0,140350877192982
"Global transitivity";0,623762376237624;0,891891891891892;0
"Average local transitivity";0,75489417989418;0,952380952380952;0
"Number of components";1;4;1
"Giant component size";19;8;19
"Giant component proportion";1;0,444444444444444;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";6,42105263157895;4,11111111111111;2,52631578947368
"Degree stdev";2,85415466126301;1,96704881631129;2,01020786798645
"Minimal degree";1;1;1
"Maximal degree";14;7;9
"Degree correlation";-0,144063508128281;0,733333333333334;-0,636240090600226
"Average strength";2,9188204925774;3,90930770387021;-0,784734174247009
"Strength stdev";2,27747478512773;2,00699947060469;0,654981921967389
"Minimal strength";-1,10505125141702;0,827586206896552;-2,90118577075099
"Maximal strength";6,58601645123384;6,88601645123384;-0,260869565217391
"Strength correlation";0,0902018043326904;0,742739397489687;-0,623324674361059
