"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";0;0;10
"Proportion of isolates";0;0;0,526315789473684
"Number of links";169;157;12
"Proportion of links";1;0,928994082840237;0,0710059171597633
"Density";0,988304093567252;0,91812865497076;0,333333333333333
"Global transitivity";0,988732394366197;0,93856103476152;0
"Average local transitivity";0,988992088063296;0,944395190293023;0
"Number of components";1;1;1
"Giant component size";19;19;9
"Giant component proportion";1;1;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";17,7894736842105;16,5263157894737;2,66666666666667
"Degree stdev";0,535303379031311;2,01020786798645;1,73205080756888
"Minimal degree";16;11;1
"Maximal degree";18;18;6
"Degree correlation";-0,127919911012209;-0,15481611208407;-0,789915966386555
"Average strength";7,31415641386877;7,64819620787636;-0,7051951206827
"Strength stdev";3,05568953979246;2,59125086942967;0,565218550498927
"Minimal strength";0,492560741686324;2,08361798557501;-1,59105724388869
"Maximal strength";12,7060073161297;12,7060073161297;-0,0125
"Strength correlation";-0,047969025858875;-0,154608735203992;-0,710754428050696
