"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";0;0;10
"Proportion of isolates";0;0;0,526315789473684
"Number of links";163;152;11
"Proportion of links";1;0,932515337423313;0,0674846625766871
"Density";0,953216374269006;0,888888888888889;0,305555555555556
"Global transitivity";0,956143667296786;0,918814432989691;0
"Average local transitivity";0,9578161088997;0,923180500270283;0
"Number of components";1;1;2
"Giant component size";19;19;7
"Giant component proportion";1;1;0,777777777777778
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";17,1578947368421;16;2,44444444444444
"Degree stdev";1,11868761873192;2,3094010767585;1,50923085635624
"Minimal degree";15;10;1
"Maximal degree";18;18;5
"Degree correlation";-0,150047036688628;-0,107840362298327;-0,596774193548388
"Average strength";9,0248740402453;9,07630014233818;-0,108566215529401
"Strength stdev";3,52065040571894;3,47970449141101;0,0791755719974997
"Minimal strength";1,82661080174199;1,88515698860526;-0,231394403808197
"Maximal strength";13,15;13,15;-0,0344827586206897
"Strength correlation";-0,0553750711247714;0,00343549258198453;-0,461248130161283
