"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";1;2;2
"Proportion of isolates";0,0526315789473684;0,105263157894737;0,105263157894737
"Number of links";88;69;19
"Proportion of links";1;0,784090909090909;0,215909090909091
"Density";0,575163398692811;0,507352941176471;0,139705882352941
"Global transitivity";0,935627081021088;0,998487140695915;0
"Average local transitivity";0,861207311207311;0,923076923076923;0
"Number of components";1;3;1
"Giant component size";18;12;17
"Giant component proportion";1;0,705882352941177;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";9,77777777777778;8,11764705882353;2,23529411764706
"Degree stdev";3,88898225844963;4,60817687569033;2,43745286530596
"Minimal degree";3;1;1
"Maximal degree";14;11;11
"Degree correlation";0,70291659748741;0,996279922363597;-0,659950454170107
"Average strength";5,87016799265244;6,78933780978686;-0,573865817566629
"Strength stdev";4,54725241643645;3,94953545320341;0,675296219145989
"Minimal strength";-3,09139628598568;0,5625;-3,09139628598568
"Maximal strength";9,45256683214885;9,72888262162253;-0,258278145695364
"Strength correlation";0,266427541173306;0,88811166607331;-0,587348793282019
