"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";1;2;3
"Proportion of isolates";0,0526315789473684;0,105263157894737;0,157894736842105
"Number of links";81;63;18
"Proportion of links";1;0,777777777777778;0,222222222222222
"Density";0,529411764705882;0,463235294117647;0,15
"Global transitivity";0,722513089005236;0,774757281553398;0
"Average local transitivity";0,775409467076134;0,832621452621453;0
"Number of components";1;2;1
"Giant component size";18;15;16
"Giant component proportion";1;0,882352941176471;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";9;7,41176470588235;2,25
"Degree stdev";3,6941925807312;3,72590296990897;2,74469184669852
"Minimal degree";2;1;1
"Maximal degree";15;12;12
"Degree correlation";-0,101417205790442;0,105308086295204;-0,699086072841359
"Average strength";4,77885386414577;5,83689275736526;-0,8254879575366
"Strength stdev";3,73888536318327;2,94366357483691;1,06298715392183
"Minimal strength";-4,64457715253404;0,718446601941748;-4,64457715253404
"Maximal strength";9,07364310093521;9,44145919288923;-0,291338582677165
"Strength correlation";-0,0205269378128476;0,162565249214276;-0,666972020915821
