"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";0;0;7
"Proportion of isolates";0;0;0,368421052631579
"Number of links";170;149;21
"Proportion of links";1;0,876470588235294;0,123529411764706
"Density";0,994152046783626;0,871345029239766;0,318181818181818
"Global transitivity";0,994082840236686;0,907225691347012;0
"Average local transitivity";0,994152046783626;0,92284834188859;0
"Number of components";1;1;1
"Giant component size";19;19;12
"Giant component proportion";1;1;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";17,8947368421053;15,6842105263158;3,5
"Degree stdev";0,315301767642306;2,45068316051186;2,19503572139084
"Minimal degree";17;10;1
"Maximal degree";18;18;8
"Degree correlation";-0,111111111110339;-0,188983504811865;-0,787014264633546
"Average strength";5,28206495104542;5,88672964956616;-0,957385772657835
"Strength stdev";1,98082921481948;1,56519389330303;0,793836198716699
"Minimal strength";-0,646669354732359;2,33651216580803;-2,98318152054039
"Maximal strength";8,1537047289128;8,28477269007785;-0,0184331797235023
"Strength correlation";-0,0553042971151251;0,0972813146645323;-0,503906488811276
