"";"Original";"Positive";"Negative"
"Number of nodes";17;17;17
"Number of isolates";1;4;3
"Proportion of isolates";0,0588235294117647;0,235294117647059;0,176470588235294
"Number of links";100;77;23
"Proportion of links";1;0,77;0,23
"Density";0,833333333333333;0,987179487179487;0,252747252747253
"Global transitivity";0,939024390243902;0,986842105263158;0
"Average local transitivity";0,941358641358641;0,987179487179487;0
"Number of components";1;1;1
"Giant component size";16;13;14
"Giant component proportion";1;1;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";12,5;11,8461538461538;3,28571428571429
"Degree stdev";3,2659863237109;0,375533808099405;3,49568022275783
"Minimal degree";1;11;1
"Maximal degree";14;12;12
"Degree correlation";-0,0529100529100653;-0,166666666666763;-0,994579945799458
"Average strength";7,74183713505165;11,4574192644525;-1,79121830550402
"Strength stdev";6,14371785775634;0,594515435961854;1,90928723651005
"Minimal strength";-6,54199134199134;9,82813852813853;-6,54199134199134
"Maximal strength";11,7090909090909;11,9411764705882;-0,454545454545455
"Strength correlation";-0,0549753720862825;-0,128908677395556;-0,993926345449399
